0.017862,-0.015912,0.034412,0.010777,-0.0048707,0.0084438,-0.037134,0.051665,-0.0014282,-0.019191,0.060743,0.034087,0.017207,-0.035204,0.010012,0.026345,0.083854,-0.013129,-0.027125,-0.033174,0.022248,0.020174,0.014835,0.009079,-0.0017138,-0.0043909,-0.016827,-0.023146,-0.017495,0.047547,0.0022934,0.0018077,-0.037307,-0.00012888,0.0051771,-0.044808,-0.031587,-0.020457,0.00082154,0.044293,-0.046138,-0.018329,-0.0046428,-0.023229,0.076401,0.027335,-0.047855,0.017965,0.046365,0.027288,-0.059192,0.063466,-0.0035403,-0.013986,-0.017979,0.018816,0.030807,0.0054194,0.046552,-0.088374,-0.010863,0.03051,0.01707,-0.055037,0.053933,-0.032996,0.00083674,0.045878,0.011467,-0.0019016,-0.019122,0.036844,0.0057967,-0.01151,-0.017662,-0.067068,-0.013764,0.092395,-0.002386,-0.025619,-0.035707,0.047609,-0.019755,-0.055497,0.0083176,-0.034165,0.017115,-0.062172,0.067282,-0.0049694,0.045421,-0.032829,0.0017247,0.03779,0.0066917,0.030607,0.028701,-0.027641,0.031986,0.021585
0.038816,0.010355,0.014365,0.012331,0.00089205,0.01032,-0.0097462,-0.0037814,0.0075254,-0.013244,-0.018353,0.00095252,-0.028678,0.0072774,-0.022457,0.046875,-0.010842,0.0065091,-0.032915,-0.021076,0.029165,-0.069428,0.057823,0.0065875,0.00025312,-0.035146,0.053869,-0.058483,-0.024897,0.012957,-0.064483,-0.020045,0.010472,0.00091461,-0.037637,0.04508,-0.015712,0.038866,0.054068,-0.014287,0.076815,0.041645,0.0099567,0.0079628,-0.037458,-0.027915,0.049124,0.021029,0.022482,-0.031312,-0.0026299,0.015046,-0.06631,0.0023307,0.057332,-0.024678,0.010751,-0.023458,-0.03432,-0.058314,0.00060377,0.013948,0.027953,0.075366,-0.060894,-0.037417,0.041165,-0.013425,0.049634,0.043239,0.038501,0.068724,0.030309,0.07996,0.031609,-0.034928,-0.022183,-0.036153,-0.074238,-0.063293,0.073708,-0.044841,-0.070119,-0.041566,0.023706,-0.0096046,0.054651,-0.013017,-0.064718,-0.038509,-0.023693,0.00074454,0.009258,0.051202,-0.065574,0.018009,0.0074159,-0.0012262,-0.024375,0.041524
0.035976,-0.0029252,0.0735,0.014979,0.10455,-0.027701,-0.034251,-0.036656,0.005057,-0.054163,0.050436,0.016544,0.053263,-0.010321,0.0046832,-0.061762,-0.0061349,0.011316,0.021992,-0.021856,-0.033072,-0.00090061,0.022486,-0.0143,0.011808,-0.011582,0.0087943,0.020561,0.012517,0.019843,-0.020948,0.011348,-0.011583,0.0068458,-0.041179,0.037626,-0.014929,0.009131,-0.0019316,-0.026835,-0.0044834,-0.016759,0.0052278,0.025186,0.035567,0.012847,0.023462,-0.0051027,0.025503,0.0083779,0.0027794,0.032685,-0.018309,-0.012847,-0.037715,-0.0064205,-4.1274e-05,0.027935,-0.0030711,0.012322,-0.0017481,0.041115,-0.0028849,-0.035338,0.025959,-0.026825,-0.01724,0.029926,0.029403,0.017427,-0.034933,0.0087772,0.004078,0.021527,-0.056791,0.009853,0.030595,-0.0061313,0.014343,0.014053,0.02398,-0.0084403,-0.012768,-0.012181,0.021347,-0.051957,-0.036393,0.032731,0.039517,0.0063618,0.010223,-0.031304,0.0010476,-0.028242,0.025539,-0.0039449,-0.0096543,0.0027401,0.027352,-0.014919
0.033872,0.0065321,0.018109,-0.029475,-0.0011418,0.0054618,-0.037271,0.0096729,0.0069192,0.030397,0.040257,0.080475,-0.018717,-0.0419,0.026822,-0.042221,0.023923,-0.0064119,-0.0094861,0.0016046,-0.0014731,0.019075,-0.0012268,-0.023637,0.0063333,-0.014226,0.010936,0.046791,0.016954,-0.0022312,-0.00092771,-0.014357,-0.0090628,-0.0054457,-0.027213,-0.019299,0.014388,0.020982,0.028249,-0.0075418,-0.016948,0.010401,0.02586,-0.009414,0.018551,-0.01541,0.0033011,0.015926,-0.028227,-0.046579,0.02826,-0.0090976,0.036801,-0.031861,0.044936,-0.036317,0.047204,-0.015019,-0.016811,-0.071082,-0.0035724,-0.022455,0.009675,0.030345,0.0028263,0.023385,0.038569,-0.0034548,-0.018903,-0.043745,-0.031937,-0.0076194,0.05128,-0.024505,0.03683,-0.038999,-0.032495,0.075379,0.0031169,0.00039999,-0.012508,0.021269,-0.04303,-0.017531,0.010964,0.00087302,0.054466,0.0051107,-0.040561,0.020632,-0.05592,0.040566,-0.012312,-0.024881,0.026166,-0.094828,0.050942,-0.024313,-0.009863,0.080494
0.020836,-0.014003,0.027556,-0.00071588,0.010941,-0.0044121,-0.038297,0.015531,-0.016721,-0.0083123,0.052815,0.034666,0.051822,-0.014832,0.038249,0.034477,0.055269,-0.032195,-0.019471,-0.053396,-0.014059,-0.00063418,0.038479,0.014434,0.039105,-0.019852,0.0011922,-0.045995,0.018615,0.029484,0.0012458,-0.015648,0.0019669,0.0039824,0.00072848,-0.026093,-0.058658,-0.0079698,-0.0012176,0.0382,-0.017843,-0.0024071,-0.053113,-0.0070734,0.017715,0.045305,-0.02086,0.0053335,0.055462,-0.010255,-0.029371,0.091928,-0.0052135,-0.03386,-0.073193,0.016729,0.0093138,-0.00037637,0.017331,-0.029064,-0.012126,0.058786,0.0053933,-0.028531,0.030719,-0.0061254,0.0010587,0.06272,-0.0193,0.0049661,-0.0025063,0.0028355,0.017467,0.0067604,-0.025358,-0.046059,-0.0076567,0.025804,-0.0071727,0.0072775,-0.0075575,-0.0045628,0.03409,-0.023546,0.020579,0.017482,-0.025509,-0.025464,0.06834,0.0056809,0.016219,0.0055915,-0.016178,0.042736,0.0072566,0.024688,-0.019539,0.033985,0.07408,0.022576
0.045989,0.027992,-0.023073,-0.026184,-0.023942,-0.037311,-0.032358,-0.025934,0.08015,-0.059721,-0.040789,0.020267,0.0025091,-0.058096,0.017951,-0.031584,0.077083,-0.015139,-0.014077,-0.065203,-0.029022,-0.016399,-0.0034483,-0.029298,0.074778,-0.012807,0.02788,0.0095196,-0.0082372,0.018074,0.06725,0.0075033,0.015315,0.022073,-0.057995,-0.035804,-0.050311,-0.014095,0.033528,-0.049507,-0.056871,0.037573,-0.032986,-0.017556,0.006761,0.02639,0.037519,0.070747,-0.019393,0.0212,-0.009734,-0.02576,0.0034335,-0.018971,0.016171,0.021708,-0.034805,-0.03021,0.059749,0.037727,-0.0081989,0.041115,0.033103,-0.0016795,0.0094331,0.014351,-0.060022,0.022545,-0.019655,0.042369,0.035478,-0.019059,0.045365,-0.041298,-0.0018248,-0.01507,-0.0025935,0.097436,0.046769,-0.0063494,-0.012259,0.020971,-0.023349,-0.029709,0.076453,-0.021647,-0.067522,0.026899,-0.030994,-0.0052821,-0.0013838,-0.0089987,-0.018333,-0.019068,0.0010022,-0.001714,-0.011446,0.045113,-0.010307,0.019605
0.021425,-0.0086126,0.010352,-0.0068537,-0.021978,-0.025859,0.010041,0.051825,0.036418,-0.025743,-0.00382,-0.0070876,0.029214,0.025097,0.042722,0.048027,0.0092998,-0.026338,0.012124,0.030419,-0.074178,-0.0021277,0.0039549,-0.0035959,-0.01514,-0.00066423,0.0079079,0.018747,0.0011739,-0.0036073,0.034245,-0.010577,-0.020542,-0.069473,-0.00037001,-0.029843,0.061323,0.050326,-0.0061129,-0.006523,0.078515,-0.0052684,0.026018,-0.0060293,-0.011786,-0.017134,-0.0056203,-0.036014,-0.00010001,-0.033277,-0.0055497,-0.032857,-0.045916,0.002838,0.0029395,-0.0077395,-0.0015237,0.027124,0.0050977,0.037395,-0.022081,0.017129,0.034756,-0.016972,0.020691,0.0094407,0.02346,0.023306,-0.054224,0.048038,0.00093451,-0.03504,-0.0097053,0.048379,-0.06192,-0.025771,-0.053754,-0.033023,0.091177,-0.02036,-0.034091,0.032655,0.0054198,-0.0026862,-0.039633,-0.018558,-0.023092,0.069952,0.057939,-0.019941,-0.01532,0.064665,0.045606,0.026075,-0.029735,0.026191,-0.026769,-0.0073911,0.0004248,0.022661
0.019825,-0.02084,0.017407,-0.010197,-0.0045264,-0.0018729,-0.0017217,0.011683,-0.011223,-0.0059425,0.015858,-0.017753,0.03696,0.019245,-0.014397,0.036554,0.019257,-0.0051597,-0.016234,-0.0042313,-0.028207,-0.024506,0.0091532,-0.018223,-0.015276,-0.017446,0.027101,-0.0011326,0.0024206,-0.017791,0.021256,-0.010467,-0.0052272,0.0072939,-0.0099666,-0.020155,-0.014799,-0.0035253,-0.024952,-0.082311,0.026089,-0.0013278,-0.011851,0.010547,-0.079405,-0.047085,-0.060827,0.0024254,0.013656,-0.039003,0.018843,0.043359,-0.041887,-0.016374,-0.060795,-0.020295,0.032926,-0.025574,0.013156,0.019016,0.037026,0.054048,0.056158,-0.028128,-0.055005,0.011957,-0.011739,0.030883,-0.02269,-0.0062872,0.056772,-0.0010681,-0.00040931,-0.0033207,0.029349,0.018998,0.011824,0.021934,-0.019389,-0.035122,0.020376,-0.10279,0.039989,-0.023876,-0.050549,-0.0034471,-0.029752,-0.045038,-0.08955,0.0081248,0.016571,0.030098,-0.044124,-0.085175,0.026742,0.041878,0.051356,0.035465,0.089399,-0.0080555
0.022393,-0.0090698,0.042418,0.02061,-0.0043444,-0.010701,-0.0096219,0.048005,0.030297,0.0048814,-0.013173,-0.05213,-0.011749,-0.043215,0.013161,-0.01619,0.0074682,-0.011825,-0.013048,-0.022587,0.014562,0.028027,0.044883,-0.00044551,-0.039677,0.042456,-0.016962,-0.0058014,-0.032049,0.021178,0.041887,-0.007273,-0.060465,0.026478,0.02318,0.00093512,0.021025,-0.016261,-0.013231,-0.0085928,0.0035761,-0.012053,0.037199,0.0027194,0.052901,-0.003904,-0.059632,0.030954,0.024746,0.083443,-0.035415,-0.020063,-0.0052868,0.009601,0.063079,3.6605e-05,0.036838,0.06757,-0.075869,-0.10753,-0.019482,-0.0064466,0.025402,0.034654,-0.025776,0.020546,0.024169,0.041476,-0.0034134,-0.036028,-0.053453,0.071208,-0.017709,-0.022834,-0.039731,0.019593,0.0052111,0.065065,-0.00038271,-0.032428,0.013751,-0.032431,0.04689,-0.063516,0.01697,-0.0057484,0.017345,0.065243,0.0046817,-0.033515,0.013928,0.012176,-0.019156,-0.05906,0.076592,-0.00060257,0.019919,-0.024013,-0.0061781,-0.11565
0.031247,-0.011447,0.023332,-0.011916,-0.03927,0.02199,-0.021959,0.057328,-0.0030806,-0.024873,0.018414,-0.0012682,0.0087738,0.027207,-0.013695,-0.032664,-0.030618,0.041407,0.015708,0.013327,0.0066382,0.022685,-0.02712,-0.019431,-0.021273,-0.003409,0.0026752,0.0078832,0.0062784,-0.041467,0.0087975,-0.017572,-0.012593,-0.0020486,0.01263,-0.010084,-0.0036129,-0.017038,-0.0046059,0.014713,-0.015207,-0.019948,-0.039825,-0.0091676,0.042245,0.031377,-0.0091901,-0.012178,0.035373,0.0063,-0.02119,0.030861,0.019365,-0.014751,0.02617,-0.040757,0.041836,-0.047244,-0.009449,-0.018924,-0.022485,-0.021228,-0.052408,0.085776,0.010159,0.0018626,-0.0095428,-0.094306,0.049821,-0.0073568,-0.033658,-0.012833,-0.011049,0.040925,-0.053359,0.0002216,-0.026648,0.041163,-0.017009,-0.0333,0.01048,-0.042676,0.014521,0.0046649,0.020518,-2.1429e-05,0.01621,0.029495,0.05512,-0.032376,-0.0026499,0.045206,-0.0223,0.071293,-0.010726,0.020759,-0.030534,-0.068291,-0.027861,0.0075175
